age,weight,height,injury_type,goal,exercise
47,71,160,shoulder,flexibility,Plank
69,84,150,shoulder,flexibility,Side plank
72,82,161,legs,strength,Straight leg raises (L/R)
30,76,186,legs,flexibility,Chair pose
58,85,185,upper_back,strength,Overhead Arm Hold
73,95,170,none,strength,Reverse Tabletop Pose
55,87,163,shoulder,flexibility,Side plank
68,80,168,none,strength,Bird Dog Hold
63,94,168,shoulder,strength,Reverse Tabletop Pose
63,70,164,lower_back,rehab,Bird Dog Hold
54,79,170,hips,strength,Standing quad stretch (L/R)
42,79,167,lower_back,flexibility,Bridge pose hold
43,67,161,lower_back,strength,Hollow Body Hold
68,77,151,hips,flexibility,Bird Dog Hold
58,56,159,shoulder,rehab,Overhead Arm Hold
56,106,174,upper_back,flexibility,Overhead Arm Hold
52,70,164,none,strength,Standing quad stretch (L/R)
54,102,168,hips,flexibility,Butterfly stretch
72,82,161,legs,rehab,Straight leg raises (L/R)
53,89,152,shoulder,rehab,Overhead Arm Hold
40,76,162,hips,rehab,Half-Kneeling Hip Flexor Stretch
68,85,153,hips,flexibility,Butterfly stretch
55,90,152,core,flexibility,Plank
58,90,179,none,flexibility,Bird Dog Hold
80,92,160,hips,rehab,Half-Kneeling Hip Flexor Stretch
58,77,156,upper_back,flexibility,Reverse Tabletop Pose
62,76,183,lower_back,rehab,Bridge pose hold
42,62,174,lower_back,rehab,Bird Dog Hold
55,89,160,core,strength,Bird Dog Hold
66,96,169,hips,strength,Half-Kneeling Hip Flexor Stretch
37,102,162,hips,rehab,Butterfly stretch
61,86,156,lower_back,rehab,Bridge pose hold
59,72,170,upper_back,rehab,Overhead Arm Hold
59,61,161,shoulder,strength,Overhead Arm Hold
72,95,165,lower_back,rehab,Bird Dog Hold
63,60,176,hips,strength,Half-Kneeling Hip Flexor Stretch
78,78,175,upper_back,strength,Overhead Arm Hold
45,79,158,none,flexibility,Side plank
60,81,170,upper_back,flexibility,Plank
59,82,151,none,flexibility,Hollow Body Hold
44,84,170,core,strength,Hollow Body Hold
71,52,166,hips,rehab,Butterfly stretch
89,82,169,legs,flexibility,Bridge pose hold
58,54,161,upper_back,strength,Overhead Arm Hold
65,91,189,lower_back,rehab,Bridge pose hold
59,75,154,legs,flexibility,Bridge pose hold
48,55,176,core,strength,Plank
33,72,152,shoulder,flexibility,Side plank
48,75,170,lower_back,flexibility,Plank
39,97,171,core,strength,Side plank
81,84,165,none,flexibility,Reverse Tabletop Pose
56,86,159,core,strength,Bridge pose hold
53,97,166,core,strength,Bridge pose hold
70,81,168,hips,flexibility,Standing quad stretch (L/R)
43,91,185,legs,rehab,Calf stretch
48,91,154,core,rehab,Bridge pose hold
59,66,158,core,rehab,Bridge pose hold
72,100,168,core,strength,Reverse Tabletop Pose
65,64,162,lower_back,flexibility,Bird Dog Hold
61,93,163,core,rehab,Reverse Tabletop Pose
59,63,177,upper_back,flexibility,Plank
63,90,132,hips,rehab,Standing quad stretch (L/R)
61,105,158,legs,rehab,Straight leg raises (L/R)
44,79,144,upper_back,flexibility,Plank
59,79,151,core,flexibility,Bridge pose hold
44,90,193,none,flexibility,Straight leg raises (L/R)
59,78,171,hips,flexibility,Bird Dog Hold
52,105,176,hips,rehab,Standing quad stretch (L/R)
92,84,164,legs,flexibility,Straight leg raises (L/R)
57,78,173,legs,strength,Calf stretch
39,75,144,legs,rehab,Straight leg raises (L/R)
56,70,177,lower_back,strength,Bird Dog Hold
65,74,155,none,rehab,Standing quad stretch (L/R)
81,78,158,hips,rehab,Butterfly stretch
50,76,170,core,strength,Side plank
37,74,168,shoulder,rehab,Reverse Tabletop Pose
69,108,165,upper_back,strength,Overhead Arm Hold
39,69,149,legs,rehab,Straight leg raises (L/R)
52,84,166,hips,flexibility,Side plank
55,89,176,none,rehab,Straight leg raises (L/R)
57,90,158,core,strength,Bridge pose hold
67,81,180,upper_back,flexibility,Plank
49,79,154,shoulder,flexibility,Overhead Arm Hold
54,88,165,upper_back,flexibility,Overhead Arm Hold
58,85,182,shoulder,flexibility,Reverse Tabletop Pose
60,79,157,core,rehab,Reverse Tabletop Pose
59,62,177,legs,strength,Straight leg raises (L/R)
64,76,188,lower_back,flexibility,Dead Bug Hold
69,68,166,shoulder,strength,Overhead Arm Hold
63,74,158,legs,strength,Straight leg raises (L/R)
64,82,155,upper_back,flexibility,Reverse Tabletop Pose
37,86,180,core,strength,Dead Bug Hold
59,104,179,none,strength,Bridge pose hold
64,75,181,upper_back,strength,Overhead Arm Hold
68,92,164,upper_back,strength,Overhead Arm Hold
49,86,177,core,rehab,Bird Dog Hold
49,98,164,core,rehab,Bridge pose hold
50,89,154,lower_back,rehab,Bridge pose hold
65,69,178,hips,strength,Butterfly stretch
72,60,184,shoulder,rehab,Reverse Tabletop Pose
52,86,153,none,flexibility,Plank
70,75,152,core,strength,Reverse Tabletop Pose
60,70,165,hips,rehab,Butterfly stretch
56,66,176,upper_back,rehab,Overhead Arm Hold
55,84,151,none,strength,Bird Dog Hold
68,101,167,lower_back,strength,Bird Dog Hold
62,77,158,legs,strength,Standing quad stretch (L/R)
89,89,173,lower_back,flexibility,Bird Dog Hold
46,81,155,core,rehab,Bird Dog Hold
65,66,174,hips,flexibility,Bird Dog Hold
51,91,163,upper_back,rehab,Overhead Arm Hold
46,68,154,none,strength,Reverse Tabletop Pose
58,82,165,none,rehab,Overhead Arm Hold
60,78,142,none,strength,Bridge pose hold
97,93,158,shoulder,rehab,Reverse Tabletop Pose
56,69,168,lower_back,flexibility,Plank
43,87,144,hips,rehab,Standing quad stretch (L/R)
62,72,135,hips,strength,Standing quad stretch (L/R)
30,76,137,legs,flexibility,Calf stretch
57,45,180,shoulder,flexibility,Overhead Arm Hold
58,108,164,none,rehab,Bridge pose hold
69,89,158,hips,rehab,Half-Kneeling Hip Flexor Stretch
71,72,176,shoulder,flexibility,Plank
51,68,160,upper_back,rehab,Overhead Arm Hold
56,76,168,core,strength,Bird Dog Hold
48,91,165,lower_back,strength,Hollow Body Hold
43,58,159,hips,rehab,Standing quad stretch (L/R)
62,80,168,upper_back,flexibility,Reverse Tabletop Pose
41,104,174,legs,rehab,Calf stretch
52,68,162,shoulder,flexibility,Overhead Arm Hold
45,83,159,core,flexibility,Bridge pose hold
65,110,161,upper_back,strength,Overhead Arm Hold
82,90,138,shoulder,rehab,Overhead Arm Hold
40,84,168,none,flexibility,Hollow Body Hold
33,88,150,none,flexibility,Overhead Arm Hold
56,77,172,core,flexibility,Hollow Body Hold
58,98,163,shoulder,flexibility,Overhead Arm Hold
61,77,166,hips,strength,Half-Kneeling Hip Flexor Stretch
52,58,173,shoulder,strength,Overhead Arm Hold
55,77,154,upper_back,strength,Overhead Arm Hold
63,70,169,legs,strength,Calf stretch
72,78,168,hips,strength,Butterfly stretch
32,79,162,lower_back,rehab,Bird Dog Hold
53,97,154,legs,rehab,Straight leg raises (L/R)
61,91,171,upper_back,strength,Overhead Arm Hold
46,85,173,hips,flexibility,Butterfly stretch
81,82,166,core,flexibility,Reverse Tabletop Pose
49,69,152,core,rehab,Reverse Tabletop Pose
57,55,158,shoulder,rehab,Overhead Arm Hold
66,83,164,none,rehab,Calf stretch
50,92,173,legs,strength,Chair pose
33,81,146,hips,flexibility,Bird Dog Hold
52,75,158,lower_back,flexibility,Hollow Body Hold
72,88,160,none,rehab,Half-Kneeling Hip Flexor Stretch
53,81,164,lower_back,rehab,Bird Dog Hold
47,103,149,lower_back,rehab,Bridge pose hold
70,97,162,core,rehab,Reverse Tabletop Pose
54,94,161,hips,strength,Standing quad stretch (L/R)
51,91,152,legs,flexibility,Standing quad stretch (L/R)
60,66,163,shoulder,strength,Overhead Arm Hold
68,90,158,legs,flexibility,Standing calf raise
90,87,170,shoulder,strength,Reverse Tabletop Pose
69,90,154,legs,flexibility,Straight leg raises (L/R)
74,88,166,legs,strength,Calf stretch
51,88,155,hips,flexibility,Half-Kneeling Hip Flexor Stretch
44,116,158,lower_back,strength,Hollow Body Hold
59,81,168,none,flexibility,Overhead Arm Hold
59,94,167,lower_back,rehab,Bridge pose hold
43,76,160,lower_back,flexibility,Bird Dog Hold
56,92,161,none,flexibility,Hollow Body Hold
63,94,148,lower_back,strength,Bird Dog Hold
63,87,181,legs,rehab,Straight leg raises (L/R)
65,103,173,lower_back,strength,Bridge pose hold
62,71,172,legs,flexibility,Calf stretch
51,76,146,shoulder,flexibility,Overhead Arm Hold
51,85,158,upper_back,flexibility,Reverse Tabletop Pose
42,93,161,none,flexibility,Side plank
82,84,142,none,strength,Bridge pose hold
58,98,175,upper_back,rehab,Overhead Arm Hold
55,74,181,shoulder,flexibility,Reverse Tabletop Pose
45,68,189,legs,strength,Standing calf raise
98,86,152,none,strength,Half-Kneeling Hip Flexor Stretch
44,81,166,lower_back,strength,Plank
52,89,180,hips,strength,Standing quad stretch (L/R)
64,82,162,legs,strength,Calf stretch
66,78,158,legs,flexibility,Standing quad stretch (L/R)
71,81,143,none,flexibility,Side plank
82,82,178,shoulder,rehab,Overhead Arm Hold
65,78,164,shoulder,rehab,Reverse Tabletop Pose
44,79,156,hips,rehab,Half-Kneeling Hip Flexor Stretch
55,77,168,lower_back,rehab,Bird Dog Hold
62,93,166,upper_back,strength,Overhead Arm Hold
86,84,166,core,strength,Bird Dog Hold
39,110,162,lower_back,strength,Dead Bug Hold
74,84,183,lower_back,strength,Bridge pose hold
60,75,163,core,strength,Reverse Tabletop Pose
69,115,183,core,strength,Reverse Tabletop Pose
57,87,171,legs,strength,Straight leg raises (L/R)
47,94,169,hips,strength,Side plank
68,89,163,none,rehab,Bridge pose hold
67,90,176,legs,flexibility,Standing calf raise
71,89,166,shoulder,rehab,Overhead Arm Hold
58,68,154,core,strength,Bird Dog Hold
50,87,153,upper_back,strength,Reverse Tabletop Pose
37,65,169,none,strength,Hollow Body Hold
69,80,154,hips,flexibility,Standing quad stretch (L/R)
64,73,164,none,strength,Straight leg raises (L/R)
45,86,177,hips,strength,Side plank
51,86,168,lower_back,rehab,Bird Dog Hold
52,88,156,legs,rehab,Straight leg raises (L/R)
38,86,181,lower_back,strength,Dead Bug Hold
47,74,171,lower_back,flexibility,Plank
43,79,176,hips,flexibility,Bird Dog Hold
52,94,138,upper_back,rehab,Overhead Arm Hold
48,95,168,shoulder,rehab,Reverse Tabletop Pose
36,68,174,lower_back,flexibility,Dead Bug Hold
85,63,184,core,rehab,Bird Dog Hold
75,73,147,upper_back,strength,Overhead Arm Hold
47,95,179,core,strength,Hollow Body Hold
62,97,184,lower_back,strength,Bridge pose hold
64,70,141,upper_back,strength,Overhead Arm Hold
74,86,170,legs,rehab,Straight leg raises (L/R)
47,105,172,core,strength,Plank
73,87,161,shoulder,strength,Overhead Arm Hold
51,100,159,hips,strength,Half-Kneeling Hip Flexor Stretch
40,94,172,legs,strength,Chair pose
68,71,157,lower_back,flexibility,Plank
75,80,162,lower_back,strength,Bridge pose hold
93,82,174,shoulder,rehab,Overhead Arm Hold
42,83,185,none,strength,Hollow Body Hold
67,93,171,none,flexibility,Overhead Arm Hold
52,87,166,core,strength,Bird Dog Hold
69,45,158,core,rehab,Reverse Tabletop Pose
38,66,153,shoulder,rehab,Reverse Tabletop Pose
41,55,177,shoulder,flexibility,Side plank
48,84,163,lower_back,rehab,Bridge pose hold
59,85,178,lower_back,rehab,Bird Dog Hold
49,86,161,hips,rehab,Half-Kneeling Hip Flexor Stretch
67,70,157,shoulder,flexibility,Side plank
72,90,169,upper_back,flexibility,Reverse Tabletop Pose
66,91,164,none,flexibility,Standing quad stretch (L/R)
80,66,150,hips,flexibility,Butterfly stretch
64,64,186,upper_back,flexibility,Overhead Arm Hold
42,82,157,none,flexibility,Plank
76,104,175,legs,flexibility,Chair pose
50,103,174,shoulder,flexibility,Overhead Arm Hold
70,89,150,hips,flexibility,Side plank
79,73,153,core,strength,Bridge pose hold
64,93,161,none,flexibility,Dead Bug Hold
38,76,154,hips,strength,Side plank
46,72,185,legs,flexibility,Calf stretch
76,55,162,legs,flexibility,Bridge pose hold
56,83,175,legs,flexibility,Standing quad stretch (L/R)
59,74,170,none,strength,Calf stretch
68,83,168,hips,strength,Standing quad stretch (L/R)
67,53,165,lower_back,flexibility,Hollow Body Hold
62,84,179,upper_back,flexibility,Overhead Arm Hold
55,52,155,core,strength,Reverse Tabletop Pose
54,96,185,core,flexibility,Hollow Body Hold
70,89,149,upper_back,flexibility,Overhead Arm Hold
65,79,174,core,strength,Bird Dog Hold
55,89,148,legs,strength,Straight leg raises (L/R)
73,70,161,core,strength,Bird Dog Hold
56,83,166,lower_back,flexibility,Bridge pose hold
47,92,159,lower_back,strength,Hollow Body Hold
48,45,162,legs,flexibility,Standing calf raise
45,76,148,shoulder,rehab,Overhead Arm Hold
54,82,153,hips,rehab,Standing quad stretch (L/R)
75,80,170,none,flexibility,Side plank
47,100,165,shoulder,flexibility,Side plank
61,68,156,none,strength,Butterfly stretch
49,74,180,none,flexibility,Bridge pose hold
54,58,150,lower_back,flexibility,Dead Bug Hold
38,101,160,legs,strength,Chair pose
55,79,159,hips,flexibility,Bird Dog Hold
55,77,172,upper_back,rehab,Overhead Arm Hold
65,81,165,core,flexibility,Reverse Tabletop Pose
61,90,163,lower_back,strength,Bridge pose hold
42,86,143,hips,flexibility,Butterfly stretch
73,115,175,hips,flexibility,Standing quad stretch (L/R)
61,88,162,shoulder,flexibility,Side plank
61,76,166,upper_back,rehab,Overhead Arm Hold
58,75,156,shoulder,strength,Reverse Tabletop Pose
51,77,154,shoulder,rehab,Reverse Tabletop Pose
61,63,182,shoulder,rehab,Overhead Arm Hold
64,82,144,shoulder,strength,Reverse Tabletop Pose
34,92,152,lower_back,strength,Hollow Body Hold
51,74,182,upper_back,rehab,Overhead Arm Hold
55,72,172,shoulder,rehab,Overhead Arm Hold
61,101,161,none,flexibility,Bird Dog Hold
74,64,179,lower_back,strength,Bird Dog Hold
48,56,170,none,rehab,Overhead Arm Hold
51,68,167,core,flexibility,Plank
51,63,167,lower_back,rehab,Bridge pose hold
47,87,170,hips,rehab,Half-Kneeling Hip Flexor Stretch
53,77,170,hips,strength,Standing quad stretch (L/R)
68,79,190,legs,rehab,Straight leg raises (L/R)
44,96,162,lower_back,strength,Dead Bug Hold
64,73,163,none,rehab,Bridge pose hold
35,92,150,legs,flexibility,Standing calf raise
50,101,164,lower_back,strength,Hollow Body Hold
54,76,186,shoulder,strength,Overhead Arm Hold
81,91,176,shoulder,flexibility,Overhead Arm Hold
54,79,158,legs,strength,Calf stretch
28,94,165,shoulder,flexibility,Overhead Arm Hold
31,62,149,shoulder,strength,Plank
58,61,153,none,strength,Bird Dog Hold
66,77,166,hips,strength,Half-Kneeling Hip Flexor Stretch
63,71,159,shoulder,strength,Reverse Tabletop Pose
60,76,152,hips,rehab,Standing quad stretch (L/R)
74,79,170,upper_back,rehab,Overhead Arm Hold
51,91,164,lower_back,rehab,Bridge pose hold
70,77,146,hips,strength,Half-Kneeling Hip Flexor Stretch
36,72,140,core,rehab,Bridge pose hold
46,78,158,core,strength,Dead Bug Hold
34,72,146,hips,strength,Bird Dog Hold
54,70,143,hips,flexibility,Bird Dog Hold
57,62,178,core,flexibility,Dead Bug Hold
60,83,163,lower_back,flexibility,Bridge pose hold
59,75,161,lower_back,strength,Bridge pose hold
45,94,162,lower_back,flexibility,Hollow Body Hold
55,64,151,core,flexibility,Bridge pose hold
38,75,169,shoulder,strength,Side plank
76,105,163,hips,strength,Butterfly stretch
54,70,156,lower_back,rehab,Bridge pose hold
51,79,157,upper_back,strength,Overhead Arm Hold
79,67,150,core,rehab,Bridge pose hold
41,65,160,lower_back,strength,Hollow Body Hold
43,101,162,none,flexibility,Side plank
43,84,159,none,strength,Plank
57,84,165,legs,rehab,Straight leg raises (L/R)
64,61,164,legs,strength,Standing quad stretch (L/R)
68,86,167,hips,strength,Standing quad stretch (L/R)
93,96,176,hips,flexibility,Side plank
28,96,171,hips,strength,Bird Dog Hold
66,90,176,none,flexibility,Overhead Arm Hold
50,68,155,none,rehab,Reverse Tabletop Pose
50,86,159,shoulder,strength,Side plank
50,90,172,core,rehab,Bird Dog Hold
46,60,172,legs,strength,Chair pose
81,68,157,legs,flexibility,Standing calf raise
69,93,172,hips,strength,Standing quad stretch (L/R)
58,93,153,core,flexibility,Bridge pose hold
76,63,170,legs,rehab,Straight leg raises (L/R)
38,92,164,legs,rehab,Standing quad stretch (L/R)
40,83,148,shoulder,flexibility,Overhead Arm Hold
29,92,159,upper_back,strength,Plank
49,74,190,hips,flexibility,Half-Kneeling Hip Flexor Stretch
60,90,167,upper_back,flexibility,Overhead Arm Hold
59,93,191,upper_back,flexibility,Plank
60,78,148,shoulder,flexibility,Reverse Tabletop Pose
39,82,173,none,rehab,Overhead Arm Hold
69,74,135,legs,flexibility,Calf stretch
61,103,164,hips,flexibility,Side plank
68,80,172,lower_back,rehab,Bridge pose hold
32,70,174,none,rehab,Overhead Arm Hold
62,73,155,upper_back,rehab,Overhead Arm Hold
42,84,177,core,strength,Dead Bug Hold
53,91,158,upper_back,strength,Overhead Arm Hold
65,65,163,shoulder,rehab,Overhead Arm Hold
59,105,159,upper_back,flexibility,Overhead Arm Hold
47,86,151,upper_back,flexibility,Plank
58,88,183,upper_back,rehab,Overhead Arm Hold
37,81,165,shoulder,rehab,Reverse Tabletop Pose
74,82,177,legs,strength,Calf stretch
55,80,177,core,rehab,Bridge pose hold
73,95,153,upper_back,strength,Overhead Arm Hold
51,82,179,hips,rehab,Standing quad stretch (L/R)
51,92,170,core,flexibility,Bridge pose hold
48,77,152,upper_back,rehab,Overhead Arm Hold
70,84,170,upper_back,flexibility,Plank
48,72,153,hips,rehab,Standing quad stretch (L/R)
67,97,183,shoulder,strength,Overhead Arm Hold
53,72,174,lower_back,rehab,Bridge pose hold
31,78,164,hips,flexibility,Bird Dog Hold
50,78,179,none,flexibility,Half-Kneeling Hip Flexor Stretch
42,78,146,lower_back,flexibility,Bridge pose hold
58,91,156,legs,rehab,Calf stretch
42,78,162,legs,strength,Bridge pose hold
71,99,191,upper_back,strength,Overhead Arm Hold
57,72,152,core,strength,Bridge pose hold
56,84,145,upper_back,flexibility,Reverse Tabletop Pose
67,72,148,shoulder,flexibility,Side plank
71,87,175,lower_back,strength,Bird Dog Hold
58,82,158,legs,strength,Straight leg raises (L/R)
48,80,163,legs,rehab,Straight leg raises (L/R)
34,97,173,upper_back,rehab,Overhead Arm Hold
49,74,163,upper_back,rehab,Overhead Arm Hold
50,89,167,shoulder,strength,Plank
59,72,171,upper_back,strength,Overhead Arm Hold
53,83,159,none,strength,Bridge pose hold
67,67,163,core,flexibility,Reverse Tabletop Pose
50,74,167,upper_back,strength,Plank
57,81,175,core,rehab,Reverse Tabletop Pose
74,105,155,none,rehab,Overhead Arm Hold
63,83,130,core,flexibility,Plank
57,103,172,shoulder,rehab,Overhead Arm Hold
50,85,175,upper_back,rehab,Overhead Arm Hold
49,77,167,core,flexibility,Side plank
47,101,168,core,rehab,Bird Dog Hold
51,87,158,none,flexibility,Plank
68,74,170,upper_back,rehab,Overhead Arm Hold
55,88,174,upper_back,flexibility,Overhead Arm Hold
40,78,165,lower_back,flexibility,Plank
82,57,194,legs,strength,Calf stretch
62,94,146,hips,flexibility,Side plank
39,96,166,legs,rehab,Standing quad stretch (L/R)
52,105,151,lower_back,strength,Bird Dog Hold
59,87,175,hips,strength,Standing quad stretch (L/R)
81,79,146,legs,strength,Calf stretch
43,92,149,shoulder,flexibility,Plank
71,93,157,none,flexibility,Overhead Arm Hold
77,102,168,lower_back,strength,Bird Dog Hold
50,81,158,shoulder,flexibility,Overhead Arm Hold
54,80,158,shoulder,rehab,Overhead Arm Hold
44,73,162,legs,rehab,Calf stretch
55,89,162,none,rehab,Bridge pose hold
58,63,182,core,flexibility,Bird Dog Hold
67,92,173,hips,rehab,Standing quad stretch (L/R)
73,89,161,core,rehab,Reverse Tabletop Pose
48,89,189,upper_back,flexibility,Plank
31,84,170,upper_back,flexibility,Reverse Tabletop Pose
58,101,153,lower_back,rehab,Bird Dog Hold
62,93,167,shoulder,strength,Reverse Tabletop Pose
61,74,171,lower_back,strength,Bird Dog Hold
54,75,156,legs,flexibility,Straight leg raises (L/R)
60,71,152,none,flexibility,Dead Bug Hold
78,89,166,none,flexibility,Bird Dog Hold
63,69,160,shoulder,strength,Overhead Arm Hold
53,96,182,upper_back,rehab,Overhead Arm Hold
51,99,173,legs,strength,Calf stretch
56,71,157,legs,flexibility,Bridge pose hold
80,80,169,core,strength,Reverse Tabletop Pose
56,82,179,lower_back,flexibility,Dead Bug Hold
58,93,148,none,rehab,Straight leg raises (L/R)
51,102,153,lower_back,flexibility,Bird Dog Hold
73,61,164,core,rehab,Bird Dog Hold
84,78,165,none,rehab,Overhead Arm Hold
64,79,164,hips,strength,Standing quad stretch (L/R)
59,64,161,upper_back,flexibility,Overhead Arm Hold
58,76,161,upper_back,strength,Overhead Arm Hold
26,87,169,lower_back,flexibility,Bird Dog Hold
68,79,178,upper_back,flexibility,Overhead Arm Hold
60,63,159,upper_back,flexibility,Plank
64,118,193,legs,strength,Straight leg raises (L/R)
48,85,187,core,strength,Plank
53,83,180,core,flexibility,Dead Bug Hold
52,68,172,shoulder,strength,Overhead Arm Hold
72,85,188,shoulder,flexibility,Plank
53,80,161,hips,strength,Standing quad stretch (L/R)
86,58,155,shoulder,strength,Reverse Tabletop Pose
64,69,158,core,rehab,Bridge pose hold
41,92,153,upper_back,strength,Reverse Tabletop Pose
56,106,166,core,flexibility,Bird Dog Hold
49,87,168,legs,strength,Chair pose
28,96,167,core,strength,Plank
80,80,164,shoulder,flexibility,Overhead Arm Hold
67,81,166,upper_back,strength,Overhead Arm Hold
65,96,185,core,rehab,Reverse Tabletop Pose
60,103,172,upper_back,rehab,Overhead Arm Hold
39,98,175,lower_back,rehab,Bridge pose hold
51,69,167,none,rehab,Calf stretch
69,81,146,core,flexibility,Side plank
44,85,143,lower_back,flexibility,Bird Dog Hold
24,79,189,shoulder,rehab,Reverse Tabletop Pose
55,87,158,lower_back,flexibility,Dead Bug Hold
56,92,157,upper_back,strength,Overhead Arm Hold
60,95,167,upper_back,strength,Overhead Arm Hold
68,103,171,lower_back,strength,Bird Dog Hold
67,78,172,none,rehab,Bridge pose hold
61,65,185,legs,rehab,Calf stretch
74,86,182,lower_back,flexibility,Bird Dog Hold
37,106,155,legs,flexibility,Straight leg raises (L/R)
65,76,176,none,flexibility,Reverse Tabletop Pose
66,91,160,lower_back,rehab,Bird Dog Hold
41,91,163,upper_back,flexibility,Overhead Arm Hold
38,84,152,core,strength,Dead Bug Hold
48,82,145,upper_back,strength,Reverse Tabletop Pose
49,70,164,lower_back,strength,Dead Bug Hold
68,53,153,hips,rehab,Butterfly stretch
50,68,175,legs,flexibility,Chair pose
46,77,161,hips,flexibility,Half-Kneeling Hip Flexor Stretch
50,96,168,upper_back,rehab,Overhead Arm Hold
73,81,180,none,rehab,Butterfly stretch
58,76,147,legs,strength,Standing quad stretch (L/R)
56,71,156,core,rehab,Reverse Tabletop Pose
57,90,167,none,strength,Bird Dog Hold
75,99,168,lower_back,strength,Bridge pose hold
48,95,177,legs,flexibility,Standing calf raise
76,90,175,legs,strength,Standing quad stretch (L/R)
61,64,166,none,flexibility,Straight leg raises (L/R)
56,78,168,shoulder,strength,Reverse Tabletop Pose
92,106,168,core,flexibility,Dead Bug Hold
44,96,147,legs,rehab,Standing quad stretch (L/R)
53,63,163,core,flexibility,Dead Bug Hold
41,81,167,upper_back,rehab,Overhead Arm Hold
71,87,170,core,flexibility,Reverse Tabletop Pose
81,72,154,hips,rehab,Half-Kneeling Hip Flexor Stretch
81,53,150,hips,rehab,Butterfly stretch
75,83,162,core,rehab,Bird Dog Hold
55,72,187,lower_back,strength,Bird Dog Hold
53,72,155,shoulder,rehab,Reverse Tabletop Pose
35,78,178,hips,flexibility,Standing quad stretch (L/R)
85,80,183,none,rehab,Bird Dog Hold
64,82,165,hips,rehab,Butterfly stretch
51,71,157,legs,flexibility,Calf stretch
76,79,170,core,rehab,Reverse Tabletop Pose
45,60,167,upper_back,flexibility,Reverse Tabletop Pose
63,86,154,core,rehab,Bird Dog Hold
56,46,157,core,flexibility,Bird Dog Hold
67,78,170,upper_back,flexibility,Plank
57,93,175,lower_back,rehab,Bridge pose hold
38,69,161,upper_back,rehab,Overhead Arm Hold
59,91,164,hips,rehab,Standing quad stretch (L/R)
72,96,172,legs,rehab,Straight leg raises (L/R)
58,45,162,upper_back,rehab,Overhead Arm Hold
68,80,161,shoulder,rehab,Overhead Arm Hold
44,46,156,shoulder,strength,Plank
58,81,155,shoulder,rehab,Reverse Tabletop Pose
50,82,196,upper_back,strength,Plank
68,51,162,legs,strength,Standing quad stretch (L/R)
58,106,180,upper_back,strength,Overhead Arm Hold
67,86,184,hips,rehab,Half-Kneeling Hip Flexor Stretch
73,71,162,upper_back,flexibility,Plank
67,100,169,none,flexibility,Side plank
62,60,166,none,flexibility,Side plank
45,67,146,core,rehab,Bird Dog Hold
58,53,146,shoulder,flexibility,Overhead Arm Hold
51,105,165,shoulder,flexibility,Plank
53,86,160,core,rehab,Bridge pose hold
53,90,187,legs,rehab,Straight leg raises (L/R)
45,86,162,lower_back,strength,Dead Bug Hold
32,89,187,shoulder,rehab,Reverse Tabletop Pose
49,83,159,shoulder,flexibility,Reverse Tabletop Pose
61,85,187,lower_back,rehab,Bird Dog Hold
40,83,170,upper_back,rehab,Overhead Arm Hold
58,74,171,shoulder,flexibility,Side plank
84,81,159,legs,flexibility,Standing calf raise
72,85,171,none,rehab,Overhead Arm Hold
80,83,184,upper_back,rehab,Overhead Arm Hold
63,64,163,upper_back,rehab,Overhead Arm Hold
74,65,161,shoulder,flexibility,Plank
48,96,162,upper_back,strength,Plank
49,78,183,upper_back,rehab,Overhead Arm Hold
21,89,174,legs,rehab,Calf stretch
74,68,181,upper_back,rehab,Overhead Arm Hold
79,64,168,core,strength,Bird Dog Hold
51,71,165,shoulder,rehab,Reverse Tabletop Pose
55,79,169,shoulder,strength,Reverse Tabletop Pose
48,74,177,core,rehab,Bridge pose hold
63,98,162,none,flexibility,Reverse Tabletop Pose
73,84,180,core,strength,Bird Dog Hold
34,105,169,core,flexibility,Dead Bug Hold
64,87,136,lower_back,rehab,Bridge pose hold
54,52,175,hips,flexibility,Half-Kneeling Hip Flexor Stretch
60,95,150,lower_back,strength,Bridge pose hold
64,63,175,legs,rehab,Standing quad stretch (L/R)
55,85,175,legs,flexibility,Calf stretch
57,72,168,none,strength,Standing quad stretch (L/R)
55,109,171,shoulder,strength,Overhead Arm Hold
71,100,177,hips,strength,Standing quad stretch (L/R)
64,73,159,lower_back,flexibility,Dead Bug Hold
61,80,174,none,strength,Bird Dog Hold
41,85,178,none,rehab,Standing quad stretch (L/R)
53,93,185,hips,rehab,Half-Kneeling Hip Flexor Stretch
70,82,152,shoulder,strength,Overhead Arm Hold
59,69,169,none,strength,Calf stretch
67,73,153,none,rehab,Bridge pose hold
82,82,153,upper_back,rehab,Overhead Arm Hold
72,97,169,shoulder,strength,Reverse Tabletop Pose
59,87,165,none,rehab,Overhead Arm Hold
51,72,178,shoulder,strength,Reverse Tabletop Pose
24,90,160,hips,flexibility,Half-Kneeling Hip Flexor Stretch
56,77,163,legs,strength,Standing quad stretch (L/R)
54,93,167,upper_back,strength,Overhead Arm Hold
63,114,154,upper_back,flexibility,Overhead Arm Hold
56,78,156,none,strength,Butterfly stretch
54,92,178,legs,strength,Standing quad stretch (L/R)
34,73,158,hips,flexibility,Half-Kneeling Hip Flexor Stretch
45,81,178,hips,rehab,Half-Kneeling Hip Flexor Stretch
64,82,172,legs,rehab,Straight leg raises (L/R)
81,80,146,lower_back,rehab,Bridge pose hold
